,Date,PlayerID,Duration,RPE,SessionLoad,DailyLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,AcuteLoad,ChronicLoad,SessionType_Combat,SessionType_Conditioning,SessionType_Game,SessionType_Mobility/Recovery,SessionType_Skills,SessionType_Speed,SessionType_Strength
227,2017-08-11,7,50.0,4.0,200.0,1190.0,4.3,10.0,10.0,0.0,647.1,151.0,0,0,0,0,0,1,0
228,2017-08-11,5,60.0,5.0,300.0,420.0,2.6,9.0,10.0,3.0,252.9,97.0,0,0,0,0,0,0,1
229,2017-08-11,5,30.0,4.0,120.0,420.0,2.6,7.0,10.0,3.0,252.9,97.0,0,0,0,0,0,1,0
230,2017-08-11,4,60.0,5.0,300.0,990.0,3.3,8.0,8.0,3.0,578.6,175.5,0,1,0,0,0,0,0
231,2017-08-11,4,90.0,5.0,450.0,990.0,3.3,8.0,8.0,3.0,578.6,175.5,0,0,0,0,0,0,1
232,2017-08-11,10,90.0,5.0,450.0,570.0,1.8,0.0,10.0,3.0,273.6,153.7,0,0,0,0,0,0,1
233,2017-08-11,7,90.0,7.0,630.0,1190.0,4.3,8.0,9.0,1.0,647.1,151.0,0,0,0,0,0,0,1
234,2017-08-11,10,40.0,3.0,120.0,570.0,1.8,0.0,10.0,3.0,273.6,153.7,0,1,0,0,0,0,0
235,2017-08-11,13,60.0,8.0,480.0,1470.0,2.4,7.0,8.0,3.0,634.3,264.5,0,1,0,0,0,0,0
236,2017-08-11,11,90.0,5.0,450.0,900.0,3.7,7.0,7.0,3.0,505.0,136.5,0,0,0,0,0,0,1
237,2017-08-11,11,45.0,6.0,270.0,900.0,3.7,7.0,7.0,3.0,505.0,136.5,0,0,0,0,0,1,0
238,2017-08-11,16,30.0,0.0,0.0,120.0,4.3,8.0,8.0,3.0,53.6,12.5,0,0,0,1,0,0,0
239,2017-08-11,16,60.0,2.0,120.0,120.0,4.3,8.0,8.0,3.0,53.6,12.5,0,0,0,0,0,0,1
240,2017-08-11,14,60.0,7.0,420.0,1185.0,2.8,10.0,9.0,3.0,583.6,209.2,0,1,0,0,0,0,0
241,2017-08-11,14,90.0,6.0,540.0,1185.0,2.8,10.0,9.0,3.0,583.6,209.2,0,0,0,0,0,0,1
242,2017-08-11,13,15.0,0.0,0.0,1470.0,2.4,7.0,8.0,0.0,634.3,264.5,0,0,0,1,0,0,0
243,2017-08-11,14,45.0,5.0,225.0,1185.0,2.8,10.0,9.0,3.0,583.6,209.2,0,0,0,0,0,1,0
244,2017-08-11,13,60.0,6.0,360.0,1470.0,2.4,7.0,8.0,3.0,634.3,264.5,0,0,0,0,0,1,0
245,2017-08-11,12,60.0,5.0,300.0,900.0,3.3,7.0,8.0,0.0,423.6,127.2,0,0,0,0,1,0,0
246,2017-08-11,12,105.0,4.0,420.0,900.0,3.3,7.0,8.0,3.0,423.6,127.2,0,0,0,0,0,0,1
247,2017-08-11,12,45.0,4.0,180.0,900.0,3.3,7.0,8.0,3.0,423.6,127.2,0,0,0,0,0,1,0
248,2017-08-11,11,60.0,2.0,120.0,900.0,3.7,7.0,7.0,3.0,505.0,136.5,0,0,0,1,0,0,0
249,2017-08-11,11,30.0,2.0,60.0,900.0,3.7,7.0,7.0,0.0,505.0,136.5,0,0,0,0,1,0,0
250,2017-08-11,13,90.0,7.0,630.0,1470.0,2.4,7.0,8.0,0.0,634.3,264.5,0,0,0,0,0,0,1
251,2017-08-12,3,45.0,5.0,225.0,1245.0,2.7,9.0,9.0,3.0,655.0,245.3,0,1,0,0,0,0,0
253,2017-08-12,3,60.0,5.0,300.0,1245.0,2.7,9.0,9.0,3.0,655.0,245.3,0,0,0,0,0,1,0
254,2017-08-12,3,120.0,6.0,720.0,1245.0,2.7,9.0,9.0,1.0,655.0,245.3,0,0,0,0,0,0,1
263,2017-08-13,8,60.0,2.0,120.0,120.0,3.0,8.0,10.0,1.0,549.3,182.2,0,0,0,1,0,0,0
268,2017-08-13,13,40.0,0.0,0.0,0.0,2.4,8.0,9.0,3.0,634.3,264.5,0,0,0,1,0,0,0
275,2017-08-14,9,30.0,5.0,150.0,780.0,2.0,10.0,10.0,3.0,307.1,152.0,0,1,0,0,0,0,0
276,2017-08-14,9,90.0,7.0,630.0,780.0,2.0,10.0,10.0,3.0,307.1,152.0,0,0,0,0,0,0,1
277,2017-08-14,8,70.0,2.0,140.0,1010.0,2.6,5.0,4.0,3.0,558.6,215.8,0,0,0,0,1,0,0
278,2017-08-14,8,90.0,7.0,630.0,1010.0,2.6,5.0,4.0,0.0,558.6,215.8,0,0,0,0,0,0,1
279,2017-08-14,8,60.0,4.0,240.0,1010.0,2.6,5.0,4.0,3.0,558.6,215.8,0,0,0,0,0,1,0
280,2017-08-14,7,75.0,3.0,225.0,1155.0,3.5,7.0,8.0,0.0,662.1,189.5,0,0,0,0,1,0,0
281,2017-08-14,7,90.0,7.0,630.0,1155.0,3.5,7.0,8.0,3.0,662.1,189.5,0,0,0,0,0,0,1
282,2017-08-14,7,60.0,5.0,300.0,1155.0,3.5,7.0,8.0,3.0,662.1,189.5,0,0,0,0,0,1,0
283,2017-08-14,5,60.0,5.0,300.0,420.0,2.2,7.0,9.0,3.0,244.3,111.0,0,0,0,0,0,0,1
284,2017-08-14,4,90.0,5.0,450.0,770.0,2.6,8.0,7.0,0.0,530.0,201.2,0,0,0,0,0,0,1
285,2017-08-14,4,60.0,2.0,120.0,770.0,2.6,8.0,7.0,0.0,530.0,201.2,0,0,0,0,1,0,0
286,2017-08-14,4,50.0,4.0,200.0,770.0,2.6,8.0,7.0,3.0,530.0,201.2,0,0,0,0,0,1,0
287,2017-08-14,3,60.0,3.0,180.0,1020.0,2.3,8.0,8.0,3.0,642.1,279.3,0,0,0,0,1,0,0
288,2017-08-14,3,90.0,6.0,540.0,1020.0,2.3,8.0,8.0,3.0,642.1,279.3,0,0,0,0,0,0,1
289,2017-08-14,3,60.0,5.0,300.0,1020.0,2.3,8.0,8.0,3.0,642.1,279.3,0,0,0,0,0,1,0
290,2017-08-14,1,90.0,5.0,450.0,690.0,1.5,8.0,7.0,3.0,98.6,65.0,0,0,0,0,0,0,1
291,2017-08-14,1,60.0,4.0,240.0,690.0,1.5,9.0,10.0,3.0,98.6,65.0,0,0,0,0,0,1,0
292,2017-08-14,9,20.0,0.0,0.0,780.0,2.0,10.0,10.0,3.0,307.1,152.0,0,0,0,1,0,0,0
293,2017-08-14,5,30.0,4.0,120.0,420.0,2.2,7.0,9.0,3.0,244.3,111.0,0,0,0,0,0,1,0
294,2017-08-14,10,90.0,5.0,450.0,450.0,1.1,10.0,10.0,3.0,177.9,168.7,0,1,0,0,0,0,0
295,2017-08-14,14,50.0,4.0,200.0,830.0,2.3,9.0,6.0,3.0,552.1,236.8,0,0,0,0,0,1,0
296,2017-08-14,11,90.0,7.0,630.0,1050.0,3.0,8.0,10.0,3.0,516.4,171.5,0,0,0,0,0,0,1
297,2017-08-14,11,60.0,3.0,180.0,1050.0,3.0,8.0,10.0,3.0,516.4,171.5,0,0,0,0,0,1,0
298,2017-08-14,17,50.0,5.0,250.0,315.0,3.6,7.0,7.0,3.0,216.4,60.3,0,0,0,0,0,0,1
299,2017-08-14,17,15.0,3.0,45.0,315.0,3.6,7.0,7.0,3.0,216.4,60.3,0,0,0,0,0,1,0
301,2017-08-14,15,90.0,4.0,360.0,770.0,2.4,9.0,9.0,3.0,415.0,173.2,0,0,0,0,0,0,1
302,2017-08-14,15,90.0,3.0,270.0,770.0,2.4,9.0,9.0,3.0,415.0,173.2,0,0,0,0,0,1,0
303,2017-08-14,14,90.0,2.0,180.0,830.0,2.3,9.0,6.0,3.0,552.1,236.8,0,0,0,0,1,0,0
304,2017-08-14,14,90.0,5.0,450.0,830.0,2.3,9.0,6.0,3.0,552.1,236.8,0,0,0,0,0,0,1
305,2017-08-14,17,20.0,1.0,20.0,315.0,3.6,7.0,7.0,3.0,216.4,60.3,0,0,0,0,1,0,0
306,2017-08-14,15,70.0,2.0,140.0,770.0,2.4,9.0,9.0,0.0,415.0,173.2,0,0,0,0,1,0,0
307,2017-08-14,13,90.0,3.0,270.0,1260.0,2.1,8.0,7.0,3.0,638.6,306.5,0,0,0,0,1,0,0
308,2017-08-14,13,90.0,7.0,630.0,1260.0,2.1,8.0,7.0,3.0,638.6,306.5,0,0,0,0,0,0,1
309,2017-08-14,13,60.0,6.0,360.0,1260.0,2.1,8.0,7.0,3.0,638.6,306.5,0,0,0,0,0,1,0
310,2017-08-14,12,60.0,3.0,180.0,780.0,2.8,8.0,8.0,3.0,432.1,153.2,0,0,0,0,1,0,0
311,2017-08-14,12,90.0,5.0,450.0,780.0,2.8,8.0,8.0,0.0,432.1,153.2,0,0,0,0,0,0,1
312,2017-08-14,12,50.0,3.0,150.0,780.0,2.8,8.0,8.0,3.0,432.1,153.2,0,0,0,0,0,1,0
313,2017-08-14,11,60.0,2.0,120.0,1050.0,3.0,8.0,10.0,3.0,516.4,171.5,0,0,0,1,0,0,0
314,2017-08-14,11,60.0,2.0,120.0,1050.0,3.0,8.0,10.0,3.0,516.4,171.5,0,0,0,0,1,0,0
315,2017-08-14,13,20.0,0.0,0.0,1260.0,2.1,8.0,7.0,0.0,638.6,306.5,0,0,0,1,0,0,0
316,2017-08-15,9,90.0,5.0,450.0,540.0,2.1,9.0,9.0,3.0,358.6,170.0,0,0,0,0,0,0,1
317,2017-08-15,8,50.0,5.0,250.0,970.0,2.3,8.0,8.0,3.0,571.4,248.2,0,1,0,0,0,0,0
318,2017-08-15,8,90.0,8.0,720.0,970.0,2.3,6.0,8.0,3.0,571.4,248.2,0,0,0,0,0,0,1
319,2017-08-15,7,60.0,5.0,300.0,1035.0,2.7,8.0,8.0,3.0,612.9,224.0,0,1,0,0,0,0,0
320,2017-08-15,7,105.0,7.0,735.0,1035.0,2.7,5.0,8.0,3.0,612.9,224.0,0,0,0,0,0,0,1
321,2017-08-15,3,60.0,6.0,360.0,1080.0,2.0,8.0,8.0,3.0,625.0,315.3,0,1,0,0,0,0,0
322,2017-08-15,4,60.0,6.0,360.0,1020.0,2.2,8.0,8.0,3.0,512.9,235.2,0,1,0,0,0,0,0
323,2017-08-15,4,110.0,6.0,660.0,1020.0,2.2,8.0,8.0,3.0,512.9,235.2,0,0,0,0,0,0,1
324,2017-08-15,3,90.0,8.0,720.0,1080.0,2.0,8.0,8.0,3.0,625.0,315.3,0,0,0,0,0,0,1
325,2017-08-15,9,30.0,3.0,90.0,540.0,2.1,9.0,9.0,3.0,358.6,170.0,0,0,0,1,0,0,0
326,2017-08-15,5,60.0,5.0,300.0,300.0,2.0,8.0,10.0,3.0,244.3,121.0,0,0,0,0,0,0,1
327,2017-08-15,10,100.0,6.0,600.0,690.0,1.4,0.0,0.0,3.0,276.4,191.7,0,0,0,0,0,0,1
328,2017-08-15,12,60.0,4.0,240.0,600.0,2.4,7.0,7.0,3.0,417.9,173.2,0,1,0,0,0,0,0
329,2017-08-15,11,35.0,2.0,70.0,700.0,2.7,8.0,8.0,3.0,533.6,194.8,0,0,0,1,0,0,0
330,2017-08-15,17,60.0,5.0,300.0,580.0,2.9,7.0,10.0,3.0,230.7,79.7,0,1,0,0,0,0,0
331,2017-08-15,10,30.0,3.0,90.0,690.0,1.4,0.0,0.0,3.0,276.4,191.7,0,1,0,0,0,0,0
332,2017-08-15,16,60.0,2.0,120.0,120.0,3.5,7.0,7.0,1.0,57.9,16.5,0,0,0,0,0,0,1
333,2017-08-15,14,60.0,7.0,420.0,1260.0,2.1,9.0,10.0,3.0,577.9,278.8,0,1,0,0,0,0,0
334,2017-08-15,14,120.0,7.0,840.0,1260.0,2.1,9.0,10.0,3.0,577.9,278.8,0,0,0,0,0,0,1
335,2017-08-15,17,70.0,4.0,280.0,580.0,2.9,8.0,7.0,1.0,230.7,79.7,0,0,0,0,0,0,1
336,2017-08-15,13,90.0,7.0,630.0,1170.0,1.9,8.0,8.0,3.0,668.6,345.5,0,0,0,0,0,0,1
337,2017-08-15,12,90.0,4.0,360.0,600.0,2.4,7.0,7.0,3.0,417.9,173.2,0,0,0,0,0,0,1
338,2017-08-15,11,45.0,2.0,90.0,700.0,2.7,8.0,8.0,3.0,533.6,194.8,0,0,0,0,1,0,0
339,2017-08-15,11,90.0,6.0,540.0,700.0,2.7,8.0,8.0,3.0,533.6,194.8,0,0,0,0,0,0,1
340,2017-08-15,13,60.0,9.0,540.0,1170.0,1.9,8.0,8.0,3.0,668.6,345.5,0,1,0,0,0,0,0
341,2017-08-16,9,60.0,4.0,240.0,300.0,1.8,9.0,9.0,3.0,330.0,180.0,0,0,0,0,0,0,1
342,2017-08-16,1,45.0,0.0,0.0,0.0,1.5,9.0,7.0,3.0,98.6,65.0,0,0,0,1,0,0,0
343,2017-08-16,2,40.0,1.0,40.0,40.0,4.4,0.0,0.0,3.0,5.7,1.3,0,0,0,1,0,0,0
344,2017-08-16,3,60.0,3.0,180.0,240.0,1.9,9.0,9.0,3.0,620.7,323.3,0,0,0,1,0,0,0
345,2017-08-16,3,30.0,2.0,60.0,240.0,1.9,9.0,9.0,3.0,620.7,323.3,0,0,0,1,0,0,0
346,2017-08-16,4,60.0,0.0,0.0,0.0,2.2,9.0,9.0,3.0,512.9,235.2,0,0,0,1,0,0,0
347,2017-08-16,7,60.0,1.0,60.0,60.0,2.7,7.0,8.0,3.0,612.9,226.0,0,0,0,1,0,0,0
348,2017-08-16,8,60.0,0.0,0.0,0.0,2.3,8.0,8.0,0.0,562.9,248.2,0,0,0,1,0,0,0
349,2017-08-16,9,20.0,3.0,60.0,300.0,1.8,9.0,9.0,3.0,330.0,180.0,0,1,0,0,0,0,0
350,2017-08-16,6,50.0,2.0,100.0,100.0,4.3,8.0,8.0,3.0,14.3,3.3,0,0,0,1,0,0,0
351,2017-08-16,10,60.0,2.0,120.0,120.0,1.5,0.0,0.0,3.0,293.6,195.7,0,0,0,1,0,0,0
352,2017-08-16,9,20.0,0.0,0.0,300.0,1.8,9.0,9.0,3.0,330.0,180.0,0,0,0,1,0,0,0
354,2017-08-16,14,45.0,0.0,0.0,0.0,2.0,8.0,5.0,3.0,569.3,278.8,0,0,0,1,0,0,0
355,2017-08-16,13,30.0,0.0,0.0,0.0,1.9,8.0,10.0,3.0,668.6,345.5,0,0,0,1,0,0,0
356,2017-08-16,15,50.0,1.0,50.0,50.0,1.5,7.0,7.0,3.0,261.4,174.8,0,0,0,1,0,0,0
357,2017-08-16,17,60.0,0.0,0.0,0.0,2.6,10.0,7.0,3.0,205.0,79.7,0,0,0,1,0,0,0
358,2017-08-16,12,60.0,1.0,60.0,60.0,2.4,8.0,8.0,3.0,420.0,175.2,0,0,0,1,0,0,0
359,2017-08-16,11,90.0,3.0,270.0,405.0,2.6,6.0,9.0,3.0,544.3,208.3,0,0,0,1,0,0,0
360,2017-08-16,11,45.0,3.0,135.0,405.0,2.6,9.0,8.0,3.0,544.3,208.3,0,1,0,0,0,0,0
361,2017-08-16,13,60.0,0.0,0.0,0.0,1.9,9.0,7.0,3.0,668.6,345.5,0,0,0,1,0,0,0
362,2017-08-17,4,90.0,4.0,360.0,720.0,1.9,8.0,8.0,1.0,500.0,259.2,0,0,0,0,0,0,1
363,2017-08-17,7,60.0,5.0,300.0,525.0,2.3,6.0,6.0,1.0,566.4,243.5,0,0,0,0,0,0,1
364,2017-08-17,6,90.0,4.0,360.0,600.0,4.3,8.0,8.0,3.0,100.0,23.3,0,0,0,0,1,0,0
365,2017-08-17,6,40.0,4.0,160.0,600.0,4.3,8.0,8.0,3.0,100.0,23.3,0,0,0,0,0,0,1
366,2017-08-17,4,90.0,4.0,360.0,720.0,1.9,8.0,8.0,3.0,500.0,259.2,0,0,0,0,1,0,0
367,2017-08-17,3,90.0,5.0,450.0,870.0,1.8,8.0,8.0,3.0,636.4,352.3,0,0,0,0,1,0,0
368,2017-08-17,2,90.0,7.0,630.0,870.0,4.3,9.0,7.0,0.0,130.0,30.3,0,0,0,0,0,0,1
369,2017-08-17,3,30.0,4.0,120.0,870.0,1.8,8.0,8.0,3.0,636.4,352.3,0,0,0,0,0,1,0
370,2017-08-17,2,20.0,3.0,60.0,870.0,4.3,9.0,7.0,3.0,130.0,30.3,0,0,0,0,0,1,0
371,2017-08-17,2,60.0,3.0,180.0,870.0,4.3,9.0,7.0,3.0,130.0,30.3,0,0,0,0,1,0,0
372,2017-08-17,7,75.0,3.0,225.0,525.0,2.3,6.0,6.0,3.0,566.4,243.5,0,0,0,0,1,0,0
373,2017-08-17,1,90.0,3.0,270.0,510.0,2.1,5.0,7.0,1.0,171.4,82.0,0,0,0,0,1,0,0
374,2017-08-17,1,60.0,4.0,240.0,510.0,2.1,5.0,7.0,1.0,171.4,82.0,0,0,0,0,0,0,1
375,2017-08-17,3,60.0,5.0,300.0,870.0,1.8,8.0,8.0,3.0,636.4,352.3,0,0,0,0,0,0,1
376,2017-08-17,8,60.0,6.0,360.0,600.0,2.1,9.0,8.0,3.0,554.3,268.2,0,0,0,0,0,0,1
377,2017-08-17,6,20.0,4.0,80.0,600.0,4.3,8.0,8.0,3.0,100.0,23.3,0,0,0,0,0,1,0
378,2017-08-17,9,40.0,5.0,200.0,200.0,1.9,10.0,10.0,3.0,358.6,186.7,0,1,0,0,0,0,0
379,2017-08-17,8,60.0,4.0,240.0,600.0,2.1,9.0,8.0,3.0,554.3,268.2,0,0,0,0,1,0,0
380,2017-08-17,16,40.0,0.0,0.0,100.0,2.5,10.0,10.0,3.0,48.6,19.8,0,0,0,1,0,0,0
381,2017-08-17,16,50.0,2.0,100.0,100.0,2.5,10.0,10.0,3.0,48.6,19.8,0,0,0,0,0,0,1
382,2017-08-17,14,90.0,4.0,360.0,660.0,1.9,10.0,9.0,3.0,562.1,300.8,0,0,0,0,1,0,0
383,2017-08-17,14,15.0,2.0,30.0,660.0,1.9,10.0,9.0,3.0,562.1,300.8,0,0,0,0,0,1,0
384,2017-08-17,13,90.0,5.0,450.0,990.0,1.8,7.0,8.0,1.0,698.6,378.5,0,0,0,0,1,0,0
385,2017-08-17,13,90.0,6.0,540.0,990.0,1.8,7.0,8.0,0.0,698.6,378.5,0,0,0,0,0,0,1
386,2017-08-17,14,45.0,6.0,270.0,660.0,1.9,10.0,9.0,3.0,562.1,300.8,0,0,0,0,0,0,1
387,2017-08-17,12,90.0,5.0,450.0,750.0,2.2,8.0,8.0,3.0,441.4,200.2,0,0,0,0,0,0,1
388,2017-08-17,11,50.0,3.0,150.0,990.0,2.4,9.0,10.0,3.0,577.9,241.3,0,0,0,0,1,0,0
389,2017-08-17,11,90.0,6.0,540.0,990.0,2.4,9.0,10.0,3.0,577.9,241.3,0,0,0,0,0,0,1
390,2017-08-17,11,60.0,5.0,300.0,990.0,2.4,9.0,10.0,3.0,577.9,241.3,0,1,0,0,0,0,0
391,2017-08-17,10,45.0,3.0,135.0,315.0,1.5,0.0,8.0,3.0,306.4,206.2,0,0,0,0,1,0,0
392,2017-08-17,10,60.0,3.0,180.0,315.0,1.5,0.0,8.0,3.0,306.4,206.2,0,0,0,0,0,0,1
393,2017-08-17,12,75.0,4.0,300.0,750.0,2.2,8.0,8.0,3.0,441.4,200.2,0,0,0,0,1,0,0
394,2017-08-17,9,30.0,0.0,0.0,200.0,1.9,10.0,10.0,3.0,358.6,186.7,0,0,0,1,0,0,0
395,2017-08-18,4,60.0,5.0,300.0,1220.0,1.8,8.0,8.0,3.0,532.9,299.8,0,1,0,0,0,0,0
396,2017-08-18,6,45.0,3.0,135.0,1170.0,4.3,8.0,9.0,3.0,267.1,62.3,0,0,0,0,0,1,0
397,2017-08-18,6,105.0,7.0,735.0,1170.0,4.3,8.0,9.0,1.0,267.1,62.3,0,0,0,0,0,0,1
398,2017-08-18,7,100.0,9.0,900.0,1340.0,2.0,8.0,9.0,3.0,587.9,288.2,0,0,0,0,0,0,1
399,2017-08-18,7,50.0,4.0,200.0,1340.0,2.0,8.0,8.0,3.0,587.9,288.2,0,0,0,0,0,1,0
400,2017-08-18,7,60.0,4.0,240.0,1340.0,2.0,9.0,9.0,3.0,587.9,288.2,0,1,0,0,0,0,0
401,2017-08-18,4,120.0,6.0,720.0,1220.0,1.8,8.0,8.0,3.0,532.9,299.8,0,0,0,0,0,0,1
402,2017-08-18,6,60.0,5.0,300.0,1170.0,4.3,8.0,9.0,3.0,267.1,62.3,0,1,0,0,0,0,0
403,2017-08-18,8,60.0,4.0,240.0,1260.0,1.8,8.0,8.0,3.0,565.7,310.2,0,0,0,0,0,1,0
404,2017-08-18,1,60.0,6.0,360.0,1230.0,2.8,9.0,10.0,3.0,347.1,123.0,0,1,0,0,0,0,0
405,2017-08-18,3,120.0,8.0,960.0,1485.0,2.1,8.0,8.0,3.0,848.6,401.8,0,0,0,0,0,0,1
406,2017-08-18,3,45.0,5.0,225.0,1485.0,2.1,8.0,8.0,1.0,848.6,401.8,0,0,0,0,0,1,0
407,2017-08-18,2,10.0,0.0,0.0,1170.0,4.3,9.0,7.0,3.0,297.1,69.3,0,0,0,1,0,0,0
408,2017-08-18,2,90.0,7.0,630.0,1170.0,4.3,8.0,7.0,3.0,297.1,69.3,0,0,0,0,0,0,1
409,2017-08-18,2,60.0,4.0,240.0,1170.0,4.3,7.0,8.0,3.0,297.1,69.3,0,1,0,0,0,0,0
410,2017-08-18,2,50.0,6.0,300.0,1170.0,4.3,8.0,9.0,3.0,297.1,69.3,0,1,0,0,0,0,0
411,2017-08-18,1,30.0,0.0,0.0,1230.0,2.8,8.0,8.0,3.0,347.1,123.0,0,0,0,1,0,0,0
412,2017-08-18,1,90.0,7.0,630.0,1230.0,2.8,9.0,7.0,3.0,347.1,123.0,0,0,0,0,0,0,1
413,2017-08-18,1,60.0,4.0,240.0,1230.0,2.8,10.0,8.0,3.0,347.1,123.0,0,0,0,0,0,1,0
414,2017-08-18,3,60.0,5.0,300.0,1485.0,2.1,8.0,8.0,0.0,848.6,401.8,0,1,0,0,0,0,0
415,2017-08-18,8,90.0,8.0,720.0,1260.0,1.8,9.0,8.0,3.0,565.7,310.2,0,0,0,0,0,0,1
416,2017-08-18,4,50.0,4.0,200.0,1220.0,1.8,8.0,8.0,1.0,532.9,299.8,0,0,0,0,0,1,0
418,2017-08-18,17,60.0,5.0,300.0,300.0,1.9,0.0,0.0,1.0,170.7,89.7,0,1,0,0,0,0,0
419,2017-08-18,17,60.0,0.0,0.0,300.0,1.9,0.0,9.0,3.0,170.7,89.7,0,0,0,1,0,0,0
420,2017-08-18,16,60.0,2.0,120.0,120.0,2.0,8.0,8.0,3.0,48.6,23.8,0,0,0,0,0,0,1
421,2017-08-18,15,30.0,0.0,0.0,0.0,0.7,10.0,7.0,3.0,117.1,174.8,0,0,0,1,0,0,0
422,2017-08-18,14,60.0,7.0,420.0,1515.0,1.7,8.0,6.0,0.0,609.3,351.3,0,1,0,0,0,0,0
423,2017-08-18,14,120.0,8.0,960.0,1515.0,1.7,8.0,6.0,0.0,609.3,351.3,0,0,0,0,0,0,1
424,2017-08-18,14,45.0,3.0,135.0,1515.0,1.7,8.0,6.0,3.0,609.3,351.3,0,0,0,0,0,1,0
425,2017-08-18,13,60.0,8.0,480.0,1545.0,1.6,9.0,8.0,3.0,709.3,430.0,0,1,0,0,0,0,0
426,2017-08-18,13,120.0,7.0,840.0,1545.0,1.6,9.0,8.0,3.0,709.3,430.0,0,0,0,0,0,0,1
427,2017-08-18,13,45.0,5.0,225.0,1545.0,1.6,9.0,8.0,3.0,709.3,430.0,0,0,0,0,0,1,0
428,2017-08-18,8,50.0,6.0,300.0,1260.0,1.8,8.0,8.0,3.0,565.7,310.2,0,1,0,0,0,0,0
429,2017-08-18,12,100.0,5.0,500.0,815.0,1.9,7.0,7.0,3.0,429.3,227.3,0,0,0,0,0,0,1
430,2017-08-18,10,20.0,1.0,20.0,1020.0,1.5,0.0,0.0,3.0,370.7,240.2,0,0,0,0,0,1,0
431,2017-08-18,10,100.0,7.0,700.0,1020.0,1.5,0.0,0.0,0.0,370.7,240.2,0,0,0,0,0,0,1
432,2017-08-18,10,50.0,6.0,300.0,1020.0,1.5,0.0,0.0,3.0,370.7,240.2,0,1,0,0,0,0,0
433,2017-08-18,11,60.0,3.0,180.0,865.0,2.1,7.0,7.0,3.0,572.9,270.2,0,0,0,0,0,1,0
434,2017-08-18,12,45.0,3.0,135.0,815.0,1.9,7.0,7.0,3.0,429.3,227.3,0,1,0,0,0,0,0
435,2017-08-18,11,15.0,1.0,15.0,865.0,2.1,7.0,7.0,3.0,572.9,270.2,0,0,0,0,1,0,0
436,2017-08-18,11,20.0,2.0,40.0,865.0,2.1,7.0,7.0,3.0,572.9,270.2,0,1,0,0,0,0,0
437,2017-08-18,12,60.0,3.0,180.0,815.0,1.9,7.0,7.0,0.0,429.3,227.3,0,0,0,0,0,1,0
438,2017-08-18,11,105.0,6.0,630.0,865.0,2.1,7.0,7.0,3.0,572.9,270.2,0,0,0,0,0,0,1
452,2017-08-20,9,90.0,5.0,450.0,810.0,1.8,9.0,9.0,3.0,375.7,213.7,0,0,0,0,0,0,1
458,2017-08-20,9,60.0,6.0,360.0,810.0,1.8,9.0,9.0,0.0,375.7,213.7,0,1,0,0,0,0,0
460,2017-08-20,9,20.0,0.0,0.0,810.0,1.8,9.0,9.0,0.0,375.7,213.7,0,0,0,1,0,0,0
464,2017-08-20,13,60.0,0.0,0.0,0.0,1.6,7.0,5.0,0.0,709.3,430.0,0,0,0,1,0,0,0
465,2017-08-21,8,50.0,2.0,100.0,1070.0,1.6,10.0,8.0,1.0,557.1,345.8,0,0,0,0,1,0,0
466,2017-08-21,7,60.0,3.0,180.0,1200.0,1.8,7.0,7.0,3.0,594.3,328.2,0,0,0,0,1,0,0
467,2017-08-21,7,90.0,8.0,720.0,1200.0,1.8,7.0,7.0,0.0,594.3,328.2,0,0,0,0,0,0,1
468,2017-08-21,7,60.0,5.0,300.0,1200.0,1.8,7.0,7.0,3.0,594.3,328.2,0,0,0,0,0,1,0
469,2017-08-21,6,60.0,3.0,180.0,920.0,4.3,7.0,5.0,3.0,398.6,93.0,0,0,0,0,1,0,0
470,2017-08-21,6,90.0,6.0,540.0,920.0,4.3,7.0,5.0,3.0,398.6,93.0,0,0,0,0,0,0,1
471,2017-08-21,6,50.0,4.0,200.0,920.0,4.3,7.0,5.0,3.0,398.6,93.0,0,0,0,0,0,1,0
472,2017-08-21,5,60.0,6.0,360.0,660.0,1.0,9.0,10.0,3.0,137.1,143.0,0,0,0,0,0,0,1
473,2017-08-21,5,60.0,5.0,300.0,660.0,1.0,9.0,9.0,3.0,137.1,143.0,0,0,0,0,0,1,0
474,2017-08-21,4,60.0,3.0,180.0,860.0,1.7,8.0,8.0,3.0,545.7,328.5,0,0,0,0,1,0,0
475,2017-08-21,4,60.0,3.0,180.0,860.0,1.7,8.0,8.0,0.0,545.7,328.5,0,0,0,0,0,1,0
476,2017-08-21,3,60.0,3.0,180.0,1110.0,1.6,8.0,8.0,3.0,683.6,438.8,0,0,0,0,1,0,0
477,2017-08-21,3,60.0,5.0,300.0,1110.0,1.6,8.0,8.0,3.0,683.6,438.8,0,0,0,0,0,1,0
478,2017-08-21,2,60.0,2.0,120.0,570.0,4.3,9.0,8.0,3.0,378.6,88.3,0,0,0,0,1,0,0
479,2017-08-21,2,10.0,0.0,0.0,570.0,4.3,9.0,8.0,3.0,378.6,88.3,0,0,0,1,0,0,0
480,2017-08-21,2,60.0,5.0,300.0,570.0,4.3,9.0,8.0,3.0,378.6,88.3,0,0,0,0,0,0,1
481,2017-08-21,2,50.0,3.0,150.0,570.0,4.3,9.0,8.0,3.0,378.6,88.3,0,0,0,0,0,1,0
